hr,seconds,timestamp,process
55,822257,2022-03-29 09:04:16.791597,0
69,526492,2022-03-29 09:04:21.318802,0
71,931928,2022-03-29 09:04:26.251391,0
68,866953,2022-03-29 09:04:31.118717,0
57,813163,2022-03-29 09:04:36.932822,0
78,423418,2022-03-29 09:04:41.356762,0
80,558299,2022-03-29 09:04:45.915558,0
89,348284,2022-03-29 09:04:51.264222,0
58,999889,2022-03-29 09:05:04.264616,0
80,578784,2022-03-29 09:05:08.843961,0
76,99566,2022-03-29 09:05:15.944065,0
69,534943,2022-03-29 09:05:20.479548,0
73,169317,2022-03-29 09:05:25.649256,0
104,614645,2022-03-29 09:05:30.264326,0
50,452714,2022-03-29 09:05:34.717585,0
75,792043,2022-03-29 09:05:39.510035,0
65,737640,2022-03-29 09:05:47.248241,0
65,250647,2022-03-29 09:05:52.499390,0
72,747180,2022-03-29 09:05:57.246920,0
72,648352,2022-03-29 09:06:01.895794,0
79,490114,2022-03-29 09:06:06.386356,0
76,51737,2022-03-29 09:06:11.438614,0
76,746522,2022-03-29 09:06:16.185611,0
115,307646,2022-03-29 09:06:21.493787,0
80,791085,2022-03-29 09:06:34.285444,0
86,144092,2022-03-29 09:06:39.430136,0
76,810741,2022-03-29 09:06:44.241209,0
52,445301,2022-03-29 09:06:48.687037,0
93,570943,2022-03-29 09:06:53.258500,0
64,30436,2022-03-29 09:06:59.289322,0
66,522594,2022-03-29 09:07:03.812456,0
68,269261,2022-03-29 09:07:09.082082,0
35,130492,2022-03-29 09:07:14.213105,0
66,614502,2022-03-29 09:07:18.828062,0
58,703095,2022-03-29 09:07:24.531631,0
69,545517,2022-03-29 09:07:29.077572,0
75,606920,2022-03-29 09:07:33.685044,0
71,296560,2022-03-29 09:07:39.986572,0
75,654322,2022-03-29 09:07:44.641580,0
80,823228,2022-03-29 09:07:50.465352,0
82,860054,2022-03-29 09:07:55.325942,0
79,441809,2022-03-29 09:07:59.768349,0
72,657182,2022-03-29 09:08:04.425985,0
66,525288,2022-03-29 09:08:08.951776,0
47,712357,2022-03-29 09:08:14.664509,0
66,334806,2022-03-29 09:08:19.999858,0
80,665749,2022-03-29 09:08:24.666076,0
78,965341,2022-03-29 09:08:30.632062,0
82,103632,2022-03-29 09:08:39.736161,0
48,68567,2022-03-29 09:08:46.805105,0
76,416257,2022-03-29 09:08:52.221861,0
91,216461,2022-03-29 09:08:57.438829,0
63,731376,2022-03-29 09:09:02.170755,0
77,707288,2022-03-29 09:09:06.878437,0
91,642451,2022-03-29 09:09:11.524232,0
66,268724,2022-03-29 09:09:16.793367,0
71,766744,2022-03-29 09:09:21.560670,0
69,907274,2022-03-29 09:09:28.468361,0
65,937176,2022-03-29 09:09:33.406063,0
83,820246,2022-03-29 09:09:38.226689,0
51,768961,2022-03-29 09:09:42.996293,0
80,64944,2022-03-29 09:09:48.061754,0
53,523604,2022-03-29 09:09:52.585968,0
74,530449,2022-03-29 09:09:57.116803,0
80,816286,2022-03-29 09:10:01.933493,0
76,654386,2022-03-29 09:10:06.588319,0
83,15481,2022-03-29 09:10:11.604174,0
83,197712,2022-03-29 09:10:16.802251,0
91,959281,2022-03-29 09:10:21.762165,0
80,652093,2022-03-29 09:10:26.414754,0
75,29035,2022-03-29 09:10:31.444296,0
79,904034,2022-03-29 09:10:36.348873,0
72,166320,2022-03-29 09:10:41.515729,0
72,901460,2022-03-29 09:10:46.417887,0
